Environmental package	Structured comment name	Definition	Expected value	Value syntax	Example	Preferred unit	Occurrence	MIXS ID	Item
food-farm environment	env_local_scale	Report the entity or entities which are in the sample or specimen’s local vicinity and which you believe have significant causal influences on your sample or specimen. We recommend using EnvO terms which are of smaller spatial grain than your entry for env_broad_scale. Terms, such as anatomical sites, from other OBO Library ontologies which interoperate with EnvO (e.g. UBERON) are accepted in this field. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS	Add terms that identify environmental entities having causal influences upon the entity at time of sampling, multiple terms can be separated by pipes, e.g.: shoreline [ENVO:00000486]|intertidal zone [ENVO:00000316]	{termLabel} {[termID]}	litter layer [ENVO:01000338]		1	MIXS:0000013	local environmental context
food-farm environment	env_medium	Report the environmental material(s) immediately surrounding the sample or specimen at the time of sampling. We recommend using subclasses of 'environmental material' (http://purl.obolibrary.org/obo/ENVO_00010483). EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS . Terms from other OBO ontologies are permissible as long as they reference mass/volume nouns (e.g. air, water, blood) and not discrete, countable entities (e.g. a tree, a leaf, a table top).	Add terms that identify the material displaced by the entity at time of sampling. Recommend subclasses of environmental material [ENVO:00010483]. Multiple terms can be separated by pipes e.g.: estuarine water [ENVO:01000301]|estuarine mud [ENVO:00002160]	{termLabel} {[termID]}	soil [ENVO:00001998]		1	MIXS:0000014	environmental medium
food-farm environment	seq_meth	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	Text or OBI	{termLabel} {[termID]}|{text}	454 Genome Sequencer FLX [OBI:0000702]		1	MIXS:0000050	sequencing method
food-farm environment	samp_size	The total amount or size (volume (ml), mass (g) or area (m2) ) of sample collected.	measurement value	{float} {unit}	5 liters	liter, gram, cm^2	1	MIXS:0000001	amount or size of sample collected
food-farm environment	samp_collect_device	The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).	device name	{termLabel} {[termID]}|{text}	swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]		1	MIXS:0000002	sample collection device
food-farm environment	nucl_acid_ext	A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the material separation to recover the nucleic acid fraction from a sample.	PMID, DOI or URL	{PMID}|{DOI}|{URL}	https://mobio.com/media/wysiwyg/pdfs/protocols/12888.pdf		1	MIXS:0000037	nucleic acid extraction
food-farm environment	humidity	Amount of water vapour in the air, at the time of sampling.	measurement value	{float} {unit}	30% relative humidity	percentage	1	MIXS:0000100	humidity
food-farm environment	organism_count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qPCR).	organism name; measurement value; enumeration	{text};{float} {unit};[ATP|MPN|qPCR|other]	total prokaryotes;3.5e7 colony forming units per milliliter;qPCR	colony forming units per milliliter; colony forming units per gram of dry weight	1	MIXS:0000103	organism count
food-farm environment	spikein_count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) should also be provided (example: total prokaryotes; 3.5e7 cells per ml; qPCR).	organism name;measurement value;enumeration	{text};{float} {unit};[ATP|MPN|qPCR|other]	total prokaryotes;3.5e7 colony forming units per milliliter;qPCR	colony forming units per milliliter; colony forming units per gram of dry weight	1	MIXS:0000103	spike-in organism count
food-farm environment	samp_stor_temp	Temperature at which sample was stored, e.g. -80 degree Celsius.	measurement value	{float} {unit}	-80 degree Celsius	degree Celsius	1	MIXS:0000110	sample storage temperature
food-farm environment	solar_irradiance	The amount of solar energy that arrives at a specific area of a surface during a specific time interval	measurement value	{float} {unit}	1.36 kilowatts per square meter per day	kilowatts per square meter per day, ergs per square centimeter per second	m	MIXS:0000112	mean seasonal solar irradiance
food-farm environment	ventilation_rate	Ventilation rate of the system in the sampled premises.	measurement value	{float} {unit}	750 cubic meter per minute	cubic meter per minute, liters per second	1	MIXS:0000114	ventilation rate
food-farm environment	samp_stor_dur	Duration for which the sample was stored. Indicate the duration for which the sample was stored written in ISO 8601 format.	duration	{duration}	P1Y6M		1	MIXS:0000116	sample storage duration
food-farm environment	wind_speed	speed of wind measured at the time of sampling.	measurement value	{float} {unit}	1.6 kilometers per hour	kilometer per hour	1	MIXS:0000118	wind speed
food-farm environment	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit	practical salinity unit, percentage	1	MIXS:0000183	salinity
food-farm environment	samp_vol_we_dna_ext	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	measurement value	{float} {unit}	1500 milliliter	milliliter, gram, milligram, square centimeter	1	MIXS:0000111	sample volume or weight for DNA extraction
food-farm environment	previous_land_use	Previous land use and dates.	land use name;date	{text};{timestamp}	fallow; 2018-05-11:T14:30Z		1	MIXS:0000315	history/previous land use
food-farm environment	crop_rotation	Whether or not crop is rotated, and if yes, rotation schedule.	crop rotation status;schedule	{boolean};{Rn/start_time/end_time/duration}	yes;R2/2017-01-01/2018-12-31/P6M		1	MIXS:0000318	history/crop rotation
food-farm environment	soil_type_meth	Reference or method used in determining soil series name or other lower-level classification.	PMID,DOI or url	{PMID}|{DOI}|{URL}	Frederick series; Weikert series		1	MIXS:0000334	soil type method
food-farm environment	tot_org_c_meth	Reference or method used in determining total organic carbon.	PMID,DOI or url	{PMID}|{DOI}|{URL}	https://www.epa.gov/sites/production/files/2015-12/documents/9060a.pdf		1	MIXS:0000337	total organic carbon method
