class	slot	recommended	required	slot_uri	checklist	slot notes	instance notes	scn token inconsistencies	sheet	MIXS ID	Environmental package	Structured comment name	Item (rdfs:label) / Package item	Definition	Expected value	Value syntax	Example	Section	Requirement	migs_eu	migs_ba	migs_pl	migs_vi	migs_org	mims	mimarks_s	mimarks_c	misag	mimag	miuvig	Preferred unit	Occurence/Occurrence
HydrocarbonResourcesFluidsSwabs	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	hydrocarbon resources-fluids/swabs	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
MicrobialMatBiofilm	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	microbial mat/biofilm	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
MiscellaneousNaturalOrArtificialEnvironment	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	miscellaneous natural or artificial environment	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
PlantAssociated	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	plant-associated	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
Sediment	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	sediment	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
Soil	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	soil	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
SymbiontAssociated	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	symbiont-associated	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
WastewaterSludge	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	wastewater/sludge	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
Water	project_name		TRUE	MIXS:0000092					environmental_packages	MIXS:0000092	water	project_name	project name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		M													1
BuiltEnvironment	rel_air_humidity		TRUE	MIXS:0000121					environmental_packages	MIXS:0000121	built environment	rel_air_humidity	relative air humidity	Partial vapor and air pressure, density of the vapor and air, or by the actual mass of the vapor and air	measurement value	{float} {unit}	0.8		M												percentage	1
HydrocarbonResourcesFluidsSwabs	samp_collect_point		TRUE	MIXS:0001015					environmental_packages	MIXS:0001015	hydrocarbon resources-fluids/swabs	samp_collect_point	sample collection point	"Sampling point on the asset were sample was collected (e.g. Wellhead, storage tank, separator, etc). If ""other"" is specified, please propose entry in ""additional info"" field"	enumeration	[well|test well|drilling rig|wellhead|separator|storage tank|other]	well		M													1
Agriculture	samp_mat_process		TRUE	MIXS:0000016					environmental_packages	MIXS:0000016	agriculture	samp_mat_process	sample material processing	A brief description of any processing applied to the sample during or after retrieving the sample from environment, or a link to the relevant protocol(s) performed.	text or OBI	{text|term}	filtering of seawater, storing samples in ethanol		M													1
FoodAnimalAndAnimalFeed	samp_purpose		TRUE	MIXS:0001151					environmental_packages	MIXS:0001151	food-animal and animal feed	samp_purpose	purpose of sampling	The reason that the sample was collected.	enumeration or {text}	[active surveillance in response to an outbreak|active surveillance not initiated by an outbreak|clinical trial|cluster investigation|environmental assessment|farm sample|field trial|for cause|industry internal investigation|market sample|passive surveillance|population based studies|research|research and development] or {text}	field trial		M													1
Agriculture	samp_size		TRUE	MIXS:0000001					environmental_packages	MIXS:0000001	agriculture	samp_size	amount or size of sample collected	The total amount or size (volume (ml), mass (g) or area (m2) ) of sample collected.	measurement value	{float} {unit}			M												millliter, gram, milligram	1
FoodFoodProductionFacility	samp_source_mat_cat		TRUE	MIXS:0001154					environmental_packages	MIXS:0001154	food-food production facility	samp_source_mat_cat	sample source material category	This is the scientific role or category that the subject organism or material has with respect to an investigation.  This field accepts terms listed under specimen (http://purl.obolibrary.org/obo/GENEPIO_0001237 or http://purl.obolibrary.org/obo/OBI_0100051).	OBI:0100051	{termLabel} {[termID]}	environmental swab specimen [OBI:0002613]		M													1
FoodFoodProductionFacility	samp_stor_device		TRUE	MIXS:0001228				majority uses store, not stor	environmental_packages	MIXS:0001228	food-food production facility	samp_stor_device	sample storage device	The container used to store the  sample. This field accepts terms listed under container (http://purl.obolibrary.org/obo/NCIT_C43186). If the proper descriptor is not listed please use text to describe the storage device.	NCIT:C4318	{text}|{termLabel} {[termID]}	Whirl Pak sampling bag [GENEPIO:0002122]		M													1
FoodFoodProductionFacility	samp_stor_media		TRUE	MIXS:0001229				majority uses store, not stor	environmental_packages	MIXS:0001229	food-food production facility	samp_stor_media	sample storage media	The liquid that is added to the sample collection device prior to sampling. If the sample is pre-hydrated, indicate the liquid media the sample is pre-hydrated with for storage purposes. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the sample storage media.	MICRO:0000067	{text}|{termLabel} {[termID]}	peptone water medium [MICRO:0000548]		M													1
Agriculture	samp_store_dur		TRUE	MIXS:0000116		https://www.ncbi.nlm.nih.gov/biosample/docs/attributes/ and 16 packages say samp_store_dur. 4 packages say samp_stor_dur			environmental_packages	MIXS:0000116	agriculture	samp_store_dur	sample storage duration	Duration for which the sample was stored	time interval	{interval}			M													1
Agriculture	samp_store_loc		TRUE	MIXS:0000755		https://www.ncbi.nlm.nih.gov/biosample/docs/attributes/ and 16 packages say samp_store_loc. 3 packages say samp_stor_loc			environmental_packages	MIXS:0000755	agriculture	samp_store_loc	sample storage location	Location at which sample was stored, usually name of a specific freezer/room	location name	{text}			M													1
FoodFarmEnvironment	samp_type		TRUE	MIXS:0000998					environmental_packages	MIXS:0000998	food-farm environment	samp_type	sample type (host or environmental context)	The type of material from which the sample was obtained. For the Hydrocarbon package, samples include types like core, rock trimmings, drill cuttings, piping section, coupon, pigging debris, solid deposit, produced fluid, produced water, injected water, swabs, etc. For the Food Package, samples are usually categorized as food, body products or tissues, or environmental material. This field accepts terms listed under environmental specimen (http://purl.obolibrary.org/obo/GENEPIO_0001246).	GENEPIO:0001246	{termLabel} {[termID]}	built environment sample [GENEPIO:0001248]		M													1
FoodFoodProductionFacility	samp_type		TRUE	MIXS:0000998					environmental_packages	MIXS:0000998	food-food production facility	samp_type	sample type	The type of material from which the sample was obtained. For the Hydrocarbon package, samples include types like core, rock trimmings, drill cuttings, piping section, coupon, pigging debris, solid deposit, produced fluid, produced water, injected water, swabs, etc. For the Food Package, samples are usually categorized as food, body products or tissues, or environmental material. This field accepts terms listed under environmental specimen (http://purl.obolibrary.org/obo/GENEPIO_0001246).	GENEPIO:0001246	{termLabel} {[termID]}	built environment sample [GENEPIO:0001248]		M													1
HydrocarbonResourcesCores	samp_type		TRUE	MIXS:0000998					environmental_packages	MIXS:0000998	hydrocarbon resources-cores	samp_type	sample type	The type of material from which the sample was obtained. For the Hydrocarbon package, samples include types like core, rock trimmings, drill cuttings, piping section, coupon, pigging debris, solid deposit, produced fluid, produced water, injected water, swabs, etc. For the Food Package, samples are usually categorized as food, body products or tissues, or environmental material. This field accepts terms listed under environmental specimen (http://purl.obolibrary.org/obo/GENEPIO_0001246).	GENEPIO:0001246	{termLabel} {[termID]}	built environment sample [GENEPIO:0001248]		M													1
HydrocarbonResourcesFluidsSwabs	samp_type		TRUE	MIXS:0000998					environmental_packages	MIXS:0000998	hydrocarbon resources-fluids/swabs	samp_type	sample type	The type of material from which the sample was obtained. For the Hydrocarbon package, samples include types like core, rock trimmings, drill cuttings, piping section, coupon, pigging debris, solid deposit, produced fluid, produced water, injected water, swabs, etc. For the Food Package, samples are usually categorized as food, body products or tissues, or environmental material. This field accepts terms listed under environmental specimen (http://purl.obolibrary.org/obo/GENEPIO_0001246).	GENEPIO:0001246	{termLabel} {[termID]}	built environment sample [GENEPIO:0001248]		M													1
